,Title,Year,Duration,MPA,Rating,Votes,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
0,1. Bad Boys for Life,2020,2h 4m,R,6.5,187000.0,426505244.0,206305244.0,62504105.0,"['Adil El Arbi', 'Bilall Fallah']","['Peter Craig', 'Joe Carnahan', 'Chris Bremner']","['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens']","['Buddy Cop', 'Cop Drama', 'Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['Yautepec, Morelos, Mexico']","['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films']","['English', 'Spanish']",0,15,0,2020
1,2. A Quiet Place Part II,2020,1h 37m,PG-13,7.2,296000.0,297372261.0,160072261.0,47547231.0,['John Krasinski'],"['John Krasinski', 'Bryan Woods', 'Scott Beck']","['Emily Blunt', 'Millicent Simmonds', 'Cillian Murphy']","['Alien Invasion', 'Monster Horror', 'Supernatural Horror', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",['United States'],"['Buffalo, New York, USA']","['Paramount Pictures', 'Platinum Dunes', 'Sunday Night']","['English', 'American Sign Language']",0,44,1,2020
2,3. Sonic the Hedgehog,2020,1h 39m,PG,6.5,171000.0,319715683.0,148974665.0,58018348.0,['Jeff Fowler'],"['Pat Casey', 'Josh Miller', 'Yuji Naka']","['Ben Schwartz', 'James Marsden', 'Jim Carrey']","['Animal Adventure', 'Buddy Comedy', 'Road Trip', 'Slapstick', 'Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Family']","['United States', 'Japan', 'Canada', 'United Kingdom']","['Ladysmith, British Columbia, Canada']","['Paramount Pictures', 'Sega Sammy Group', 'Original Film']","['English', 'French', 'Persian']",0,12,0,2020
3,4. Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,1h 49m,R,6.1,271000.0,205537933.0,84172791.0,33010017.0,['Cathy Yan'],"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead']","['Dark Comedy', 'Superhero', 'Action', 'Comedy', 'Crime']","['United States', 'United Kingdom']","['Los Angeles, California, USA']","['Clubhouse Pictures (II)', 'DC Entertainment', 'Kroll & Co. Entertainment']","['English', 'Chinese']",0,83,0,2020
4,5. Dolittle,2020,1h 41m,PG,5.6,73000.0,251410631.0,77047065.0,21844045.0,['Stephen Gaghan'],"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand']","['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen']","['Animal Adventure', 'Quest', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['United States', 'China', 'United Kingdom', 'Japan']","['Menai Suspension Bridge, Anglesey, Wales, UK']","['Universal Pictures', 'Perfect World Pictures', 'Roth/Kirschenbaum Films']","['English', 'French']",0,9,0,2020
5,6. The Invisible Man,2020,2h 4m,R,7.1,266000.0,144492724.0,70410000.0,28205665.0,['Leigh Whannell'],"['Leigh Whannell', 'H.G. Wells']","['Elisabeth Moss', 'Oliver Jackson-Cohen', 'Harriet Dyer']","['Psychological Horror', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['Australia', 'United States']","['Headland House, Gerringong, New South Wales, Australia']","['Universal Pictures', 'Blumhouse Productions', 'Goalpost Pictures']",['English'],0,85,0,2020
6,7. The Call of the Wild,2020,1h 40m,PG,6.7,60000.0,111166669.0,62342368.0,24791624.0,['Chris Sanders'],"['Michael Green', 'Jack London', 'Egerton Ryerson Young']","['Harrison Ford', 'Omar Sy', 'Cara Gee']","['Adventure Epic', 'Animal Adventure', 'Mountain Adventure', 'Quest', 'Survival', 'Adventure', 'Drama', 'Family']","['United States', 'Canada']","['Yukon, Canada']","['20th Century Studios', 'TSG Entertainment', '3 Arts Entertainment']","['English', 'French']",0,8,0,2020
7,8. Onward,2020,1h 42m,PG,7.4,176000.0,141940042.0,61555145.0,39119861.0,['Dan Scanlon'],"['Dan Scanlon', 'Keith Bunin', 'Jason Headley']","['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus']","['Adventure Epic', 'Computer Animation', 'Epic', 'Fantasy Epic', 'Quest', 'Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Animation', 'Comedy']","['United States', 'Japan']","['Los Angeles, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],0,66,1,2020
8,9. The Croods: A New Age,2020,1h 35m,PG,6.9,56000.0,215905815.0,58568815.0,9724200.0,['Joel Crawford'],"['Kevin Hageman', 'Dan Hageman', 'Paul Fisher']","['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']","['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'Japan']",[Global],"['DreamWorks Animation', 'Dentsu']",['English'],0,0,0,2020
9,10. Tenet,2020,2h 30m,PG-13,7.3,617000.0,365304105.0,58504105.0,9353090.0,['Christopher Nolan'],['Christopher Nolan'],"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki']","['Time Travel', 'Action', 'Sci-Fi', 'Thriller']","['United States', 'United Kingdom']","['Linnahall, Tallinn, Estonia']","['Warner Bros.', 'Syncopy', 'Warner Bros.']",['English'],0,136,0,2020
10,11. Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,1h 57m,TV-MA,8.2,80000.0,473230408.0,49505008.0,21234994.0,['Haruo Sotozaki'],['Koyoharu Gotouge'],"['Natsuki Hanae', 'Akari Kitô', 'Yoshitsugu Matsuoka']","['Adult Animation', 'Anime', 'Dark Fantasy', 'Shōnen', 'Superhero', 'Supernatural Fantasy', 'Sword & Sorcery', 'Action', 'Adventure', 'Animation']",['Japan'],"['Tokyo, Japan']","['Shueisha', 'Aniplex', 'Ufotable']",['Japanese'],0,6,0,2020
11,12. Wonder Woman 1984,2020,2h 31m,PG-13,5.4,298000.0,169601036.0,46801036.0,16701957.0,['Patty Jenkins'],"['Patty Jenkins', 'Geoff Johns', 'Dave Callaham']","['Gal Gadot', 'Chris Pine', 'Kristen Wiig']","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Holiday']",['United States'],"['Fuerteventura, Canary Islands, Spain']","['Atlas Entertainment', 'DC Entertainment', 'The Stone Quarry']","['English', 'Arabic', 'Russian', 'Mandarin']",0,48,0,2020
12,13. Fantasy Island,2020,1h 49m,PG-13,4.9,61000.0,49447308.0,27309289.0,12310420.0,['Jeff Wadlow'],"['Jeff Wadlow', 'Christopher Roach', 'Jillian Jacobs']","['Michael Peña', 'Maggie Q', 'Lucy Hale']","['Supernatural Horror', 'Suspense Mystery', 'Fantasy', 'Horror', 'Mystery']",['United States'],"['Taveuni, Fiji']","['Columbia Pictures', 'Blumhouse Productions', 'Tower of Babble Entertainment']",['English'],0,0,0,2020
13,14. The New Mutants,2020,1h 34m,PG-13,5.3,94000.0,49169594.0,23852659.0,7037017.0,['Josh Boone'],"['Josh Boone', 'Knate Lee']","['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton']","['Psychological Horror', 'Superhero', 'Teen Horror', 'Action', 'Horror', 'Mystery', 'Sci-Fi']",['United States'],"['Medfield State Hospital - 45 Hospital Road, Medfield, Massachusetts, USA']","['20th Century Studios', 'Marvel Entertainment', 'Kinberg Genre']","['English', 'Portuguese', 'Latin']",0,0,0,2020
14,15. Like a Boss,2020,1h 23m,R,4.7,16000.0,30399490.0,22169514.0,10011272.0,['Miguel Arteta'],"['Sam Pitman', 'Adam Cole-Kelly', 'Danielle Sanchez-Witzel']","['Tiffany Haddish', 'Rose Byrne', 'Salma Hayek']",['Comedy'],['United States'],"['Atlanta, Georgia, USA']","['Artists First', 'Paramount Pictures']","['English', 'Spanish', 'French', 'Russian']",0,5,0,2020
15,16. The War with Grandpa,2020,1h 34m,PG,5.7,26000.0,43387638.0,21277892.0,3623880.0,['Tim Hill'],"['Tom J. Astle', 'Matt Ember', 'Robert Kimmel Smith']","['Robert De Niro', 'Uma Thurman', 'Rob Riggle']","['Comedy', 'Drama', 'Family']","['United States', 'United Kingdom', 'Canada']","['Atlanta, Georgia, USA']","['Marro Films', 'Emmett/Furla Oasis Films', 'Reliance Film & Entertainment']",['English'],0,0,0,2020
16,17. Unhinged,2020,1h 30m,R,6.0,81000.0,44331465.0,20831465.0,601032.0,['Derrick Borte'],['Carl Ellsworth'],"['Russell Crowe', 'Caren Pistorius', 'Gabriel Bateman']","['Car Action', 'Psychological Thriller', 'Action', 'Thriller']","['United Kingdom', 'United States']","['New Orleans, Louisiana, USA']","['Burek Films', 'Ingenious', 'Solstice Studios']",['English'],0,0,0,2020
17,18. The Photograph,2020,1h 46m,PG-13,6.1,6300.0,20690779.0,20578185.0,12181865.0,['Stella Meghie'],['Stella Meghie'],"['Issa Rae', 'LaKeith Stanfield', 'Chanté Adams']","['Drama', 'Romance']","['United States', 'China']","['Queens Museum, Queens, New York, USA']","['Perfect World Pictures', 'Will Packer Productions']",['English'],0,3,0,2020
18,19. Underwater,2020,1h 35m,PG-13,5.9,101000.0,40882928.0,17291078.0,7008297.0,['William Eubank'],"['Brian Duffield', 'Adam Cozad']","['Kristen Stewart', 'Vincent Cassel', 'Mamoudou Athie']","['Disaster', 'Psychological Thriller', 'Sea Adventure', 'Action', 'Horror', 'Sci-Fi', 'Thriller']",['United States'],"['Louisiana, USA']","['Chernin Entertainment', 'TSG Entertainment', 'Twentieth Century Fox']",['English'],0,5,0,2020
19,20. The Turning,2020,1h 34m,PG-13,3.9,17000.0,19428166.0,15472775.0,6950045.0,['Floria Sigismondi'],"['Henry James', 'Chad Hayes', 'Carey W. Hayes']","['Mackenzie Davis', 'Finn Wolfhard', 'Brooklynn Prince']","['Drama', 'Horror', 'Mystery']","['India', 'United States']","['Killruddery House, County Wicklow, Ireland']","['Dreamworks Pictures', 'Reliance Entertainment', 'Chislehurst Entertainment Productions']",['English'],0,0,0,2020
20,21. Gretel & Hansel,2020,1h 27m,PG-13,5.5,36000.0,22304357.0,15347654.0,6154007.0,['Osgood Perkins'],"['Rob Hayes', 'Jacob Grimm', 'Wilhelm Grimm']","['Sophia Lillis', 'Samuel Leakey', 'Alice Krige']","['Fairy Tale', 'Folk Horror', 'Witch Horror', 'Fantasy', 'Horror', 'Mystery', 'Thriller']","['Ireland', 'Canada', 'United States']","['Dublin, Ireland']","['Orion Pictures', 'BRON Studios', 'Automatik Entertainment']",['English'],0,16,0,2020
21,22. Monster Hunter,2020,1h 43m,PG-13,5.2,70000.0,42145959.0,15162470.0,2201269.0,['Paul W.S. Anderson'],"['Paul W.S. Anderson', 'Kaname Fujioka']","['Milla Jovovich', 'Tony Jaa', 'Ron Perlman']","['Dark Fantasy', 'Action', 'Adventure', 'Fantasy']","['Germany', 'United States', 'Japan', 'China', 'South Africa', 'Canada']","['Western Cape, South Africa']","['Constantin Film', 'Impact Pictures', 'Capcom Company']","['English', 'Spanish']",0,0,0,2020
22,23. Honest Thief,2020,1h 39m,PG-13,6.0,60000.0,31220247.0,14163574.0,2185475.1598360655,['Mark Williams'],"['Steve Allrich', 'Mark Williams', 'Louis Per Bruno']","['Liam Neeson', 'Kate Walsh', 'Jai Courtney']","['Dark Comedy', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['UMass Memorial Medical Center, University Campus - 55 Lake Ave N, Worcester, Massachusetts, USA']","['Solution Entertainment Group', 'Ingenious Media', 'Zero Gravity Management']","['English', 'Spanish', 'German']",0,0,0,2020
23,24. The Way Back,2020,1h 48m,R,6.7,54000.0,15490514.0,13590514.0,8170315.0,"[""Gavin O'Connor""]",['Brad Ingelsby'],"['Ben Affleck', 'Al Madrigal', 'Janina Gavankar']","['Basketball', 'Drama', 'Sport']","['United States', 'Canada']","['Chaffey High School, Ontario, California, USA']","['Warner Bros.', 'BRON Studios', 'Jennifer Todd Pictures']",['English'],0,0,0,2020
24,25. News of the World,2020,1h 58m,PG-13,6.8,97000.0,12668325.0,12668325.0,2250430.0,['Paul Greengrass'],"['Paul Greengrass', 'Luke Davies', 'Paulette Jiles']","['Tom Hanks', 'Helena Zengel', 'Tom Astor']","['Quest', 'Action', 'Adventure', 'Drama', 'Western']","['United States', 'China']","['Santa Fe, New Mexico, USA']","['Perfect World Pictures', 'Playtone', 'Pretty Pictures']","['English', 'North American Indian', 'German']",0,80,4,2020
25,26. Brahms: The Boy II,2020,1h 26m,PG-13,4.7,21000.0,20311536.0,12611536.0,5823006.0,['William Brent Bell'],['Stacey Menear'],"['Katie Holmes', 'Christopher Convery', 'Owain Yeoman']","['Drama', 'Horror', 'Mystery', 'Thriller']","['United States', 'China', 'Canada', 'Australia']","['Victoria, British Columbia, Canada']","['STX Films', 'Lakeshore Entertainment', 'Huayi Brothers Media']",['English'],0,2,0,2020
